recipe name,preparation time,min_portion,max_portion,ingredients,steps
Picarones con chancaca,0.0,,,"['400 grs de zapallo (calabaza) cocido y molido', '1 kilo de harina sin polvos de hornear', '3 cucharaditas de polvos de hornear', '1 huevo grande', '3 cucharadas de azúcar granulada', '1/2 kilo de chancaca (panela)', '5–6 clavos de olor', 'Cáscaras de naranja', '1 cucharadita de azúcar', '1 cucharadita de café instántaneo disuelto en un poco de agua', '2 cucharaditas de maicena disuelta en un poco de agua fría', '3/4 litro de agua fría']","['1-Una vez cocido el zapallo se pasa por un pasa puré, y se mezcla con la harina, polvos de hornear, azúcar granulada y el huevo entero. Trabajar la masa con las manos e ir agregando más harina si fuese necesario. Formar una masa blanda y que no se pegue en los dedos.', '2-Dejar reposar una media hora.', '3-Idealmente con las manos frías ir formando bolitas y con la ayuda de los dedos vamos haciendo un agujero en centro. Mientras tanto calentamos un sartén con abundante aceite.', '4-Se comienzan a freír y se retiran cuando estén levemente dorados por ambos lados.', '5-Se estilan y se colocan en un plato con papel absorvente para poder retirar el exceso de aceite.', '6-También preparamos la salsa, en una olla colocamos la chancaca, cáscara de naranjas, clavos de olor, azúcar y agua fría. Dejamos que se comience a disolver la chancaca, y vamos revolviendo ocasionalmente.', '7-Cuando ya comience a hervir la salsa, agregamos la maicena disuelta en un poco de agua y finalmente añadimos el café el cual le da un toque especial mejorando notablemente el gusto.', '8-Servimos los picarones bañados en la salsa.']"
Picarones con salsa de chancaca,0.0,10,,"['250 gr de harina sin polvos de hornear', '120 ml de leche', '3 cucharadas de azúcar granulada', '1 taza de puré de zapallo (230 gr)', '1 cucharadita de polvos de hornear', '1 cucharada de ralladura de limón\nIngredientes para la salsa:', '1\xa0paquete de chancaca (225\xa0grs)', '1\xa0trozo de cáscara de naranja', '3\xa0clavos de olor', '2\xa0tazas de agua', '1\xa0cucharada de maicena (almidón de maíz)']",[nan]
Pie de Limón,48.0,12,,"['1 tarro de leche condensada', '4 huevos', 'el jugo de 2 limones', 'ralladura de un limón', '6 cucharadas colmadas de harina', '10 cucharadas colmadas de ázucar granulada', '3 cucharaditas colmadas de polvos de hornear', '40 grs. de margarina o mantequilla blanda', '2 cucharadas de leche fría']","['1-RELLENO: Batir muy bien 3 yemas, agregar de poco el tarro de leche condensada, luego el jugo de limón y la ralladura. Poner en espera al refrigerador.', '2-MASA: Unir la harina, 3 cucharadas de ázucar granulada, los polvos de hornear, 40 grs margarina, un huevo entero y la leche muy bien con las manos; si es necesario agregar poquitos de harina para que no se pegue en las manos. Extender en un molde de 28 cm. enmantequillado y pinchar con un tenedor la masa. Hornear casi completamente ( por unos 10 minutos a 350°F/180°C).', '3-Sacar del horno, vaciarle encima el relleno y nuevamente al horno por unos 5 minutos como máximo. Sacarlo otra vez del horno y colocar el merengue por unos 3 minutos hasta que este dorado.', '4-MERENGUE: En una olla o sartén colocar el azúcar restante con un poco de agua, mientras tanto batir las claras a nieve y cuando el azúcar esté disuelta y este formado un almibar claro agregar en forma de hilo o sea muy de a poco a las claras batidas. Se deja de batir cuando las claras estén frías.', '5-Luego se montan sobre el pie, y puede colocarlo al horno para que se dore o si tienen soplete pueden usarlo sin necesidad de colocar el pie con el merengue en el horno.']"
Carne Plateada a la olla,110.0,4,,"['1 kg de plateada con grasa', '1/2 taza de vinagre blanco', '2 dientes de ajo molido', '1 cucharadita de sal', '2 cucharadas de aceite de oliva', '1 cebolla grande cortada en pluma', '1 zanahoria grande pelada y cortada en rodaja', '2 tallos de apio cortados', '1 tomate grande cortado en cuadros', '1 taza de vino tinto, pero de buena calidad', '1/2 taza de agua', '1/4 cucharadita de orégano', 'Sal']","['1-En una fuente colocar la carne con el vinagre, ajo y sal. Lograr que se impregne la carne con estos ingredientes, para luego dejar marinando la carne por 4 horas o desde la noche anterior.', '2-Quitar los excesos del adobo de la carne y sellarla por cada lado en la olla con el aceite caliente. Este proceso toma como unos 10 minutos. Es ideal que selle la carne primero la carne por el lado que tenga grasa.', '3-Una vez listo retirar la carne de la olla y reservar.', '4-Luego ocupamos esa misma olla para freír la cebolla, zanahoria, apio por unos 4 minutos. Añadir el tomate, vino, agua, orégano y sal a gusto. Mezclar bien. Cocinar unos 2 minutos.', '5-Agregar la carne a la olla y unir bien con todos los ingredientes.', '6-Tapar la olla y cocinar a fuego medio bajo por unas 2 horas.', '7-Una vez lista servir con puré de papas, arroz blanco o papas cocidas.']"
Pollo arvejado,45.0,4,,"['4 trutos (presas) de pollo', '1/2 unidad de pimentón rojo', '2 dientes de ajo', '1 cebolla grande', '2 zanahorias', '1 taza de arvejas', '100 cc de vino blanco', 'sal a gusto', 'pimienta a gusto', '1/2 cucharadita de ají color o paprika', '1 hoja de laurel', '2 cucharadas de aceite', '1 taza de caldo de pollo o agua']","['1-En un sartén con aceite freír por unos instantes el pollo por ambos lados. Retirar y reservar.', '2-En el mismo u otro sartén con aceite la cebolla en pluma, el ajo picado fino, pimentón en cuadros, la zanahoria en rodajas. Luego agregar los aliños: sal, pimienta, ají color o paprika. Añadir las arvejas y el vino. La hoja de laurel y finalmente el pollo. Agregar el caldo de pollo o agua para que no se seque.', '3-Se cuece con la olla tapada a fuego medio/bajo por 30 minutos o hasta que el pollo esté completamente cocido.', '4-*Servir con arroz blanco o papas fritas o papas doradas.']"
Ponche a la romana,5.0,10,,"['1 botella de champagne', '1 litro de helado de piña', '1 piña natural o un tarro en conserva']","['1-Colocar en cada copa uno o dos porciones de helado de piña, agregar piña picada y finalmente completar con champagne.']"
Porotos con riendas versión 01,0.0,3,4,"['1 taza de porotos burros ( o 2 tarros de porotos, estos vienen listos)', '1/2 cebolla', '1 trozo de pimentón (morrón) rojo', '1 ajo mediano', '1 cucharada de aceite', 'Perejil a gusto', 'Orégano, sal y pimienta', '1/2 caluga de caldo maggi de pollo', '1 taza apróximadamente de zapallo cortado en cuadros', '1 puñado de tallarines', '']","['1-Si utiliza los tradiciones porotos, debe dejarlos remojando en abundante agua la noche anterior.', '2-Luego al siguiente día les bota el agua y los coloca en una olla hasta cubrirlos bien con agua nuevamente. La cual debe estar caliente. Estos porotos se cuecen unos 25 minutos, pero debe tener ojo de ir probándolos para ver si están efectivamente blandos. Cuando a esta cocción les quede 15 minutos, les agrega el zapallo picado y cuando a esta misma cocción le quede 11 minutos les agrega los tallarines partidos en dos.', '3-Mientras tanto en un sartén con aceite, hace un sofrito con la cebolla picada finamente, así también el pimentón y el ajo. Dejar unos minutos a fuego medio, luego agregar los aliños orégano, sal y pimienta. Finalmente disolver la caluga de caldo maggi con un poco de agua de la cocción de los porotos y mezclar con el sofrito. Dejar un minuto más para integrar bien.', '4-Una vez listo agregar a la cocción de los porotos y dejar reposar al menos media hora. Entre más tiempo mejor.', '5-Ahora si usted vive lejos de Chile y le es más fácil utilizar porotos en tarro, debe saber que estos vienen listos para usar o sea ya vienen cocidos. Entonces en una olla aparte cuece el zapallo y los tallarines, una vez listos les agrega los porotos los cuales les puede quitar el líquido con el que vienen o agregarlo con todo. Luego agrega el sofrito y cuece esta mezcla por unos 3 minutos y apaga la olla y deja reposar por un tiempo antes de servir.']"
Porotos con riendas versión 02,0.0,,,"['1 taza de porotos burros ( o 2 tarros de porotos, estos vienen cocidos y listo para usar)', '1 taza apróximadamente de zapallo camote cortado en cuadros', '1/2 taza de choclo (maíz) desgranado (pueden usar congelado)', '1 diente de ajo', '6 hojas de albahaca', '1 trozo de pimentón rojo (morrón)', 'Sal a gusto', '1/2 cucharadita de comino', '1/3 de taza de salsa de tomate', '1/2 cebolla cortada en cuadros', '1 cucharada de aceite', '1 puñado de tallarines quebrados en dos', '']","['1-Si usa los típicos porotos, en una olla se cuecen con agua hervida por unos 25 minutos. Cuando a esta cocción le queden unos 15 minutos agregar el zapallo cortado en cuadros, y cuando a esta misma cocción le queden unos 11 minutos agregar los tallarines partidos en dos. Finalmente cuando a esta cocción le queden 5 minutos agregar el choclo (maíz). Reservar.', '2-Si usa los porotos que vienen cocidos los pone un bol. Mientras tanto en una olla con agua hervida le da cocción al zapallo, tallarines y choclo, en los mismos tiempos que indique antes. Cuando esté todo cocido, agregar los porotos. Reservar.', '3-Mientras tanto hacer un sofrito con la cebolla y un poco de aceite. En un montero moler el ajo, albahaca, pimentón, sal y comino. Cuando esté listo allí mismo agregar la salsa de tomate, unir.', '4-Luego vacíar esta mezcla al sofrito de cebolla, cocinar unos 3 minutos. Y finalmente añadir este sofrito a la mezcla de porotos y resto de ingredientes. Dejar reposar antes de servir.']"
Porotos granados con pilco,55.0,4,,"['2 cucharadas de aceite vegetal', '1 cebolla chica picada en cuadros', '1 diente de ajo picado fino', 'Sal, ají color (paprika), pimienta y comino a gusto', '1 kilo y 1/2\xa0 de porotos granados', '2 choclos (maíz)', '1/4 kilo (250 grs) de zapallo camote', '8 hojas de albahaca']","['1-Desgranar los porotos, y cortar los choclos de la coronta, lavar y picar el zapallo en cuadros medianos.', '2-En una olla grande cocinar con agua caliente hasta cubrir los porotos y el zapallo picado, añadir un poco de sal y unas 4 hojas de albahaca. Dejar a fuego medio por unos 30 minutos.', '3-Mientras tanto hacer un sofrito en un sartén con el aceite, la cebolla picada en cuadros, ajo, albahaca picada y el resto de aliños. Esto toma unos 7 minutos más o menos.', '4-Mientras tanto agregar el choclo a la mezcla de porotos y cocinar por unos 5 minutos más.', '5-Enseguida añadir el sofrito preparado, revolver bien y dejar cocinar unos 3 minutos más.', '6-Dejar reposar y servir con albahaca encima o con color, que es básicamente ají color con manteca o mantequilla derretida.']"
Postre de sémola y manzana,50.0,6,,"['3 manzanas grandes idealmente verdes', '1 cucharadita de canela en polvo', '1/4 taza de azúcar granulada para las manzanas', '1 cucharadita de mantequilla', '2 1/2 tazas de leche', '3/4 taza de sémola', '1/2 taza de azúcar granulada para la sémola', '3 claras de huevos (100 cc aproximadamente)', '\xa01 taza de azúcar granulada (190 grs)']","['1-Pelar las manzanas, luego pasarlas por un rallador. Colocar las manzanas ralladas en un bowl, agregar el azúcar junto con la canela, dejar reposar por unos 20 minutos al menos.', '2-Llevar la mezcla de las manzanas a un sartén con la mantequilla. Cocinar unos 4 minutos. Si quedan con mucho jugo, les pueden agregar un poquito de maicena para que espese. Dejar enfríar.', '3-Hervir la leche junto con el azúcar, cuando esté a punto de ebullición bajar el fuego al mínimo y con la ayuda de un batidor manual agregar cuidadosamente la sémola para que no se hagan grumos. Mezclar bien. Luego se coloca en una fuente como base y dejar hasta que se enfríe.', '4-Batir las claras un poco con el azúcar en un bowl, luego llevarlo a baño maría y batir hasta que se disuelva el azúcar y las claras estén firmes.', '5-Enseguida se agregan las manzanas encima de la sémola, luego agregamos el merengue.', '6-Si desea con la ayuda de un soplete puede quemar un poco el merengue por encima para darle un poco de color.']"
Pulmay o curanto en olla,45.0,6,,"['3 cucharadas de aceite', '1 cebolla mediana', '2 dientes de ajo', '1 cebollín', '1 morrón rojo', 'sal y pimienta', '1/2 litro de caldo de carne', '1 costillar ahumado', '300 grs de choricillo', '5 vienesas', '2 longanizas', '6 trutos de pollos', '1 kilo de choritos (mejillones)', '1 kilo de almejas', '1 kilo machas', '1 kilo cholgas (mejillones grandes – opcional)', '1 litro de vino blanco', '1 pizca de jerez (opcional)', '6 papas', '1 repollo']","['1-Hacer un sofrito en la misma olla grande con el aceite, cebolla picada en cuadros, cebollín picado, ajos picados fino, morrón picado en pequeños trozos. Reservar.', '2-Luego en una olla aparte colocar el caldo de carne con el costillar ahumado, cuando suelte el primer hervor se apaga el fuego.', '3-Colocar el costillar en la olla del sofrito con el caldo de carne, trutos de pollo, papas,choricillos, vienesas, longanizas, colocar unas hojas de repollo, luego agregar encima los mariscos, el vino blanco, y una pizca de jerez. Se tapa con varias hojas de repollo, se coloca un paño de cocina haciendo presión y se tapa.', '4-Se cuece por unos 30 minutos a fuego medio bajo', '5-Se sirve el caldo en un tazón idealmente y los mariscos, pollo y resto de ingredientes en un plato.']"
Queque de chocolate,0.0,,,"['2 1/2 tazas de harina', '1 1/2 tazas de azúcar granulada', '1 taza de chocolate en polvo', '2 cucharaditas de polvos de hornear', '1/2 cucharadita de bicarbonato de sodio', '1/2 cucharadita de sal fina', '1 taza de aceite vegetal', '1 taza de leche fría', '2 huevos', '1 cucharadita de esencia de vainilla', '']","['1-Precalentar el horno a 350°F (180°C)', '2-Mezclar en un bol la harina, azúcar granulada, chocolate en polvo, polvos de hornear, bicarbonato y sal. Formar una corona y vaciar en el centro la mezcla del aceite, leche, huevos y esencia de vainilla.', '3-Mezclar todo muy bien.', '4-Vaciar a un molde enmantequillado y regado con sémola.', '5-Cocer apróximadamente unos 35 minutos. Antes de sacar del horno revisar que este completamente cocido con la ayuda de un palito de brocheta. Si éste sale seco es porque está listo.', '6-Derretir en una olla ,227 grs de chocolate semidulce de cobertura a baño maria, agregar 3/4 taza (180 ml) de crema líquida y agregar finalmente 2 cucharadas (28 grs.) de mantequilla sin sal. Unir bien hasta que este todo derretido el chocolate.', '7-Cuando el queque este frío, rociar encima de éste el ganache recién hecho.']"
Queque de limón,35.0,15,,"['125 grs. de margarina', '2 tazas de harina', '1 cucharadita de polvos de hornear', 'Ralladura de un limón', '3 huevos', '1 taza de leche', '1 taza de azúcar granulada', '2 claras de huevos', '1/2 taza de azúcar flor (glas) o granulada', 'El jugo de un limón', '1 taza de azúcar flor (glas)', '2 cucharadas de jugo de limón']","['1-PREPARACIÓN DEL QUEQUE:', '2-Batir la margarina con el azúcar, agregar los huevos. Luego añadir la harina y los polvos de hornear cernidos, junto con la leche. Finalmente adjuntar la ralladura de limón.', '3-Colocar la mezcla en un molde previamente enmantequillado. Precalentar el horno a 350°F (180°C).', '4-Hornear por 40 minutos aproximadamente. Eso dependerá de su horno.', '5-MERENGUE (opción 1): batir las claras a punto de nieve o hasta que estén firmes. Agregar el azúcar y un par de gotas de limón.', '6-Una vez que esté frío el queque, agregar encima de este el glacé. Se puede adornar con almendras picadas o ralladura de limón.', '7-GLACÉ (opción 2): en un bol mezclar el azúcar flor con el jugo de limón, integrar bien y rociar sobre el queque una vez que esté frío.']"
Queque de manjar,75.0,12,,[nan],[nan]
Sagú Nora,40.0,6,8,"['1 litro de vino tinto', '2 palitos de canela', '1/2 litro de agua hervida', '1 taza de sagú (tapioca)', '1 1/2 taza de azúcar', '1 litro de leche', '1 taza de azúcar', '1 chorrito de escencia de vainilla', '4 clavos de olor', '1 palito de canela', '3 yemas']",[nan]
Salsa verde opción 01,5.0,,,"['4 cucharadas apróximadamente de perejil picado', '4 cucharadas apróximadamente de cilantro picado', '1 diente de ajo grande', '1 cucharadita de jugo de limón', '1/2 unidad de cebolla o 1 cebolla chica', '2 cucharadas de aceite vegetal', 'Sal y pimienta a gusto', '2 cucharadas de mayonesa light idealmente']","['1-Mezclar todos los ingredientes en la picadora o licuadora. Rectificar el sabor con sal y pimienta.', '2-Se puede conservar 2 días después de hecha en el refrigerador.', '3-Ideal para acompañar el pan, carnes, ensaladas.', '4-Sale un poco más de una taza apróximadamente de salsa.']"
Sandía con harina tostada,0.0,,,"['1 trozo de sandía entero o cortado en pequeños trozos.', 'Harina tostada']",['1-Simplemente espolvorear harina tostada sobre la sandía y disfrutar.']
Sandwich de lengua,145.0,2,,"['1\xa0paquete de lengua de res Rumba Meats™', '1/2 litro de caldo de vegetal o carne (puede reemplazar por agua)', '1/2 litro de agua', '1 cebolla cortada en dos para el caldo', '1 zanahoria pelada y cortada en varios trozos', '1 cucharada de aceite', '2 cebollas medianas cortadas en juliana (en pluma)', '1 cucharadita de azúcar granulada (opcional)', '1 a 2 cucharadas de mayonesa', 'Ají chileno, puede reemplazar por cualquier salsa picante', '200 grs de queso mantecoso, puede usar Havarti', 'Pan amasado, o el pan que desee, idealmente que sea para sandwich', '1 cucharadita de mantequilla']","['1-En una olla colocar la lengua de res, añadir 1 cebolla partida en cuatro, la zanahoria, el caldo y agua. Tapar y cocinar a fuego medio por 2 1/2 horas.', '2-Si cuenta con olla a presión, reducir la cocción a 45 minutos.', '3-Una vez lista la lengua de res, colocarla en una tabla de cortar y retirar la piel que la recubre. Cortar tajadas idealmente delgadas.', '4-En un sartén colocar aceite y freír la cebolla por unos 5 a 8 minutos, para que tome un color dorado, pero sin que se queme, siempre a fuego medio. En este punto puede agregar el azúcar si desea.', '5-Preparar el pan para sandwich, colocar en un sartén un poco de mantequilla y tostar el pan dividido en dos.', '6-En otro sartén colocar el queso y derretirlo.', '7-Rápidamente colocar una tapa del pan como base, en esta colocamos un poco de mayonesa, luego trozos de lengua, encima de esta la salsa de ají, el queso derretido y finalmente la cebolla.', '8-Si quiere en la otra tapa del pan puede colocar más mayonesa, pero no es realmente necesario.', '9-Disfrutar!']"
Sémola con salsa de caramelo,0.0,,,"['3/4 taza de azúcar granulada', '1/4 taza de agua', '1 cucharadita de jugo de limón', '1 litro de leche', '3/4 taza de sémola', '3/4 de taza de azúcar granulada', 'Palos de canela']","['1-En una olla colocar el azúcar con el agua a fuego medio, cuando comience a hervir agregar el jugo de limón.', '2-Mezclar un poco y dejar que el azúcar comience a trabajar. Debe tener cuidado porque la olla estará súper caliente. Este proceso para formar un caramelo de color café toma al menos unos 10 minutos. El limón ayudará a no formar los cristales de azúcar, con ello obtendremos un caramelo liso y parejo.', '3-Una vez listo con mucho cuidado colocar el caramelo en el molde que utilizarán, yo usé un molde rectángular.', '4-Esparcir con el mismo caramelo ladeando el molde para lograr cubrir por los costados.', '5-Hervir la leche con los palitos de canela y el azúcar.', '6-Cuando este a punto de hervir, bajar el fuego al mínimo y agregar con cuidado la sémola, revolviendo bien para que se disuelva y no se formen grumos, también se pueden ayudar con un batidor manual, pero para revolver no para batir.', '7-Una vez bien incorporada la sémola y fijándose que la mezcla suelta el hervor (o sea que está hirviendo) retirar del fuego, vaciar en el molde con caramelo y dejar enfriar por un par de horas.']"
Sémola con salsa de vino,35.0,6,,"['3/4 taza de sémola', '4 tazas de leche fría', '3/4 de taza de azúcar granulada', 'Palos de canela', '2 1/2 tazas de vino tinto', 'Palos de canela', '1 trozo de cáscara de limón', '3/4 taza de azúcar granulada']","['1-Hervir la leche con los palitos de canela y el azúcar. Cuando este a punto de hervir, bajar el fuego al mínimo y agregar con cuidado la sémola, revolviendo bien para que se disuelva y no se formen grumos, también se pueden ayudar con un batidor manual, pero para revolver no para batir.', '2-Una vez bien incorporada la sémola y fijándose que la mezcla suelta como globitos (o sea que esta hirviendo) retirar del fuego, vaciar en un molde y dejar enfriar.', '3-Colocar en una olla el vino a fuego medio fuerte, cuando comience a hervir, encender con un fósforo o encendedor para que el vino prenda y con ello quemar el alcohol. En este procedimiento hay que tener mucho cuidado. (Esto es lo que se llama flambeado).', '4-El flambeado se apaga solo y dura muy poco. Luego de haber hecho eso, se agrega los palos de canela, cáscara de limón y azúcar. Se espera hasta que el azúcar este bien disuelta.', '5-Luego se retira del fuego y se deja enfriar.', '6-Una vez ambas partes enfriadas, se sirve como se visualiza en la foto.']"
Sopa de choclo (maíz),30.0,3,4,"['1/2 cebolla picada en cuadros', '1 cucharadita de aceite de maravilla o de oliva', '1/2 cucharadita de azúcar granulada, puede usar morena o rubia', '3 tazas de choclo (maíz) desgranado', 'Sal y pimienta a gusto', '2 tazas de agua', '2 tazas de caldo vegetal idealmente, sino puede usar leche', '5 hojas de albahaca más unas extras para decorar']","['1-Sofreír la cebolla con el aceite en una olla por unos 2 minutos. Luego agregar 1/2 cucharadita de azúcar, dejar unos 2 minutos más.', '2-Añadir los choclos (maíz) desgranados, sal, pimienta y las hojas de albahaca. Revolver bien y luego agregar el agua y caldo vegetal o leche.', '3-Dejar cocinar por unos 12 a 15 minutos.', '4-Pasar toda la mezcla por la licuadora.', '5-Servir la sopa con granos enteros de choclo (maíz) y albahaca picada encima.']"
Sopaipillas,35.0,,,"['3 1/2 tazas de harina', '1 cucharadita de polvos de hornear', '1 cucharadita de sal', '1/4 de kilo de zapallo (250 grs)', '3 cucharadas de manteca', 'aceite para freír']","['1-Juntar la harina, los polvos de hornear y sal en un bowl. Mientras tanto cocinar el zapallo la primera alternativa es que lo haga en una olla con agua hasta que esté sumamente blando o también con trozos ya partidos de zapallo colocarlo en la bandeja del\xa0 horno por unos 25 mins a 350°F (180°C) para luego pasarlo por cedazo (colador) y así agregarlo a la mezcla de la harina,\xa0 luego se adjunta la manteca derretida.', '2-Formar una masa lisa que no se pegue en las manos.', '3-Enseguida con la ayuda de un uslero estirar la masa e ir cortando círculos, del diámetro que ustedes quieran.', '4-Calentar la sartén con el aceite y luego ir friendo brevemente las sopaipillas por cada lado. Muy importante es colocarlas en papel absorvente después.', '5-Se pueden espolvorear con ázucar flor, servirlas con pebre o pasarlas por chancaca.', '6-PREPARACIÓN DE LA CHANCACA: Disolver la chancaca en una olla con un poquito de agua , agregar un trozo de cáscara de naranja y unos palos de canela. Debe quedar una consistencia espesa.']"
Sopaipillas pasadas,0.0,25,30,"['3 tazas de harina', '1 cucharadita de polvos de hornear', '1 cucharadita de sal', '1 taza de zapallo', '3 cucharadas de manteca o mantequilla', 'aceite para freír', '1 paquete de chancaca (225 grs)', '1 trozo de cáscara de naranja', '3 clavos de olor', '2 tazas de agua', '1 cucharada de maicena (almidón de maíz)']","['1-En un bowl mezclar el zapallo cocido, harina, sal, polvo de hornear, manteca derretida, unir todo hasta formar una masa homogénea.', '2-Luego extender sobre una superficie y estiramos la masa con la ayuda de un uslero y dejar la masa de 1 cm de grosor.', '3-Cortar círculos del tamaño deseado.', '4-Pinchar con el tenedor y luego freír con abundante aceite caliente, luego mantener a fuego medio. Freír por ambos lados hasta que tome color.', '5-Una vez listas dejarlas en papel absorbente.', '6-Colocar en una olla la chancaca, agua, cáscara de naranja y clavos de olor.', '7-Cuando la chancaca esté disuelta, revolver bien y agregar la maicena disuelta en un poquito de agua fría. Ir revolviendo y luego al primer hervor apagar el fuego.', '8-Colocar una par de sopaipillas en la olla, dejarlas unos minutos y servir inmediatamente.']"
Terremoto,5.0,6,,"['1 botella de Sutter Home Chardonnay (idealmente mantener en el refrigerador un par de horas antes)(puedes otra marca de vino)', '1 helado de piña de 1 litro', '1 taza de granadina']","['1-Colocar en un vaso de 8 oz idealmente una o dos cucharadas de helado de piña.', '2-Luego llenar el resto del vaso con vino Chardonnay de Sutter Home.', '3-Agregar un chorrito de granadina y finalmente revolver con una bombilla y disfrutar.']"
Tomaticán,45.0,4,,"['1 cucharada de aceite', '4 tomates medianos', '2 o 3 choclos medianos', '1 cebolla española cortada en pluma', '1 diente de ajo picado', '300 grs de posta o asiento cortado en tiras', '1/2 cucharadita de ají color, puede ser un poco más', '1/2 cucharadita de orégano', '1 trozo de morrón verde picado en pequeños cuadros', '2 tazas de caldo de carne o agua (también puede usar una taza de agua y taza de vino blanco)', 'Sal y pimienta a gusto', '1/2 cucharadita de ají color', '1/2 cucharadita de orégano']","['1-En un sartén o directamente en una olla freír la cebolla cortada en pluma con el aceite por unos 3 minutos aproximadamente.', '2-Luego agregar la carne, saltear por unos 2 minutos y añadir el morrón verde. Cocinar por 1 minuto. Enseguida agregar los choclos desgranados y el tomate cortado en cuadros chicos, si gusta puede pelar el tomate, en mi caso no lo hice porque es en la cáscara donde se concentra la mayor cantidad de nutrientes.', '3-Añadir los aliños, revolver bien y agregar el agua o caldo de carne o vino blanco. En esta ocasión yo lo hice solo con agua a temperatura de ambiente.', '4-Tapar la olla o sartén y cocinar por unos 10 minutos.', '5-Tratar de no recocer ya que los ingredientes pierden su sabor y la textura adecuada.', '6-Disfrutar acompañado de arroz blanco y perejil picado.', '7-Si desea puede acompañarlo también con papas cocidas.']"
Tomate relleno,20.0,1,,[nan],[nan]
Torta curicana manjar nuez,10.0,25,,"['2 tazas de harina', '6 yemas de huevo', '1/8 taza de vinagre', '1 cucharada de mantequilla sin sal', 'Una pizca de polvos de hornear', 'Manjar', 'Nueces picadas', 'Azúcar flor (glas)']","['1-Colocar dentro de un bol grande la harina y la pizca de polvos de hornear. Hacer un hueco en el centro, para luego colocar el vinagre y las yemas.', '2-Comenzar a mezclar con las manos y agregar la mantequilla. Trabajar la masa hasta que quede lisa y firme. Si fuese necesario puede agregar un poco de agua.', '3-Dejar reposar por unos 15 minutos.', '4-Comenzar a uslerear la masa y dejarla muy delgada. Luego cortar círculos de 8cms de diámetro.', '5-Pinchar con un tenedor encima.', '6-Hornear por unos 8 a 10 minutos, hasta que estén ligeramente doradas a 350°F (180°C).', '7-Luego unir las hojarascas con manjar, nuez, hojarasca, manjar, hojarasca , manjar, nuez y hojarasca para finalmente cubrir con azúcar flor.']"
Torta de galletas,25.0,8,,"['4 paquetes de galletas baja en azúcar y sin relleno (pueden usar galletas de vino Mckay)', '600 grs de manjar/dulce de leche', '1/2 taza de leche', 'Coco rallado, cobertura de chocolate para decorar (opcional)']","['1-Pueden utilizar un molde rectangular o cuadrado pequeño, deben cubrirlo con papel para hornear. Así será más desmoldar.', '2-Colocar una base con galletas las cuales se deben ir pasando por leche a medida que se vaya armando la torta, no se trata de remojarlas, es simplemente una leve pasada.', '3-Se va poniendo una capa de galletas, luego una de manjar y así sucesivamente.', '4-Si se rompe alguna galleta ahí se van acomodando, al final queda todo tapado por el manjar.', '5-Hay que dejarla en el refrigerador al menos 2 horas.', '6-Luego al desmoldarla pueden cubrirla con manjar y decorarla por los costados con galletas molidas, coco rallado y encima una idea podría ser derretir chocolate de cobertura y dccorar encima de la torta como sea su gusto o como se ve en la foto.']"
Torta de hojarasca con manjar,0.0,15,,"['3 tazas de harina más un poco para extender la masa.', '100 grs de mantequilla sin sal a temperatura de ambiente', '4 yemas', '3/4 taza de leche líquida', '1 cucharadita de pisco idealmente (opcional)', '500 grs de manjar (dulce de leche)', '400 cc de crema líquida para batir', '2 cucharadas de azúcar flor (glas)']","['1-En un bol colocar la harina y mantequilla, juntar con los dedos, ir agregando las yemas, leche y pisco. Ir uniendo la masa con los dedos hasta incorporar todos los ingredientes.', '2-Formar un cilindro con la masa y dividir entre 13 a 15 cortes iguales. Ir trabajando cada corte en una superficie lisa enharinada y con la ayuda de un uslero, también si se tiene con un molde de torta de 22 cm como se muestra en la foto arriba, se puede ayudar para ir estirando la masa con las manos.', '3-Precalentar el horno a 400°F (200°C).', '4-Ir colocando los discos en una lata con papel de mantequilla.', '5-Hornear entre 5 a 12 minutos cada disco. Tener cuidado en esta parte ya que dependiendo de su horno será el tiempo de cocción, en ningún caso las hojarasca deben quedar doradas.', '6-Este proceso toma un poco de tiempo ya que hay que ir horneando de a dos discos.', '7-Ir dejando que se enfríen las hojarascas.', '8-Mientras tanto preparamos el manjar, si usa manjar en tarro le recomiendo que le agregue un poco de leche para que no esté tan espeso, si usa manjar en bolsa, por lo general este viene en una consistencia adecuada.', '9-En otro bol batir la crema junto con el azúcar flor.', '10-Luego comenzar a rellenar la torta en el primer disco coloca manjar, luego en el siguiente disco coloca una capa de crema y por el lado donde puso la crema la une con el anterior disco por el lado donde puso el manjar, y así sucesivamente hasta terminar.', '11-Cubrir la torta con una delgada capa de manjar y con los sobrantes de masa si fuese el caso, puede picarlo y adornar por los costados, sino puede usar nueces molidas o coco rallado.']"
